#y z r Fr
3.4666666666666673e-01 3.4666666666666673e-01 4.9026070162267305e-01 -1.9609628074583694e-02
3.5200000000000009e-01 3.5200000000000009e-01 4.9780317395532953e-01 -2.1327865055707721e-02
3.5733333333333339e-01 3.5733333333333339e-01 5.0534564628798606e-01 -2.3061282668354485e-02
3.6266666666666675e-01 3.6266666666666675e-01 5.1288811862064265e-01 -2.4803304337722831e-02
3.6800000000000010e-01 3.6800000000000010e-01 5.2043059095329902e-01 -2.6549128993816458e-02
3.7333333333333341e-01 3.7333333333333341e-01 5.2797306328595561e-01 -2.8291727594612827e-02
3.7866666666666671e-01 3.7866666666666671e-01 5.3551553561861209e-01 -3.0012815272314603e-02
3.8400000000000006e-01 3.8400000000000006e-01 5.4305800795126857e-01 -3.1671186207478046e-02
3.8933333333333342e-01 3.8933333333333342e-01 5.5060048028392516e-01 -3.3201900159689178e-02
3.9466666666666672e-01 3.9466666666666672e-01 5.5814295261658164e-01 -3.4565413858083024e-02
4.0000000000000013e-01 4.0000000000000013e-01 5.6568542494923812e-01 -3.5938108184110147e-02
